41.19136465,29.050012002,green,circle
41.191402953,29.050055829,green,circle
41.191545518,29.050210346,green,circle
41.191579249,29.05024362,green,circle
41.191657379,29.050313331,green,circle
41.191699076,29.050340567,green,circle
41.191738853,29.050363724,green,circle
41.191819301,29.050418212,green,circle
41.191856889,29.050437889,green,circle
41.191936401,29.050474578,green,circle
41.191990698,29.050494809,green,circle
41.192030644,29.050507612,green,circle
41.192075942,29.050519034,green,circle
41.192123638,29.05052189,green,circle
41.192212476,29.050520332,green,circle
41.192255312,29.050517061,green,circle
41.192298561,29.050493609,green,circle
41.192336078,29.050462801,green,circle
41.192375861,29.050423174,green,circle
41.192439689,29.050346788,green,circle
41.192480149,29.050325655,green,circle
41.192523773,29.050332809,green,circle
41.192562261,29.050353256,green,circle
41.192603534,29.050392115,green,circle
41.192638555,29.050430806,green,circle
41.192671873,29.05047221,green,circle
41.192718602,29.050479115,green,circle
41.192759201,29.050458617,green,circle
41.192802002,29.050451838,green,circle
41.192842932,29.050454533,green,circle
41.192886035,29.050466762,green,circle
41.192967658,29.050494466,green,circle
41.193008844,29.050512197,green,circle
41.193093499,29.050551305,green,circle
41.193182895,29.050603093,green,circle
41.193220811,29.05062204,green,circle
41.193298548,29.05065597,green,circle
41.193344684,29.050669288,green,circle
41.193651521,29.050733307,green,circle
41.193732589,29.05075249,green,circle
41.193774224,29.050766536,green,circle
41.193894764,29.050812525,green,circle
41.193934717,29.050825713,green,circle
41.194023283,29.050848682,green,circle
41.194068863,29.050867533,green,circle
41.194114268,29.050895058,green,circle
41.194203151,29.050959224,green,circle
41.194242171,29.050984374,green,circle
41.19428163,29.051008466,green,circle
41.194399874,29.051071353,green,circle
41.194440513,29.051091851,green,circle
41.194517911,29.051126631,green,circle
41.194605809,29.051152565,green,circle
41.194696587,29.051186305,green,circle
41.194734963,29.051208764,green,circle
41.194770376,29.051237335,green,circle
41.194803302,29.051276801,green,circle
41.194828674,29.051328412,green,circle
41.194842256,29.051389117,green,circle
41.194850434,29.051451467,green,circle
41.194856198,29.051514871,green,circle
41.194859647,29.051589144,green,circle
41.194858898,29.05164302,green,circle
41.194855376,29.051707835,green,circle
41.194849577,29.051772515,green,circle
41.194811764,29.052053672,green,circle
41.194771181,29.052321835,green,circle
41.194743505,29.052492645,green,circle
41.194726742,29.052673497,green,circle
41.194718011,29.052855806,green,circle
41.194708843,29.052973697,green,circle
41.194705676,29.053037781,green,circle
41.194701301,29.053093064,green,circle
41.194688041,29.053211721,green,circle
41.194680637,29.053265527,green,circle
41.194665586,29.053329299,green,circle
41.194641861,29.053380273,green,circle
41.194605777,29.053427192,green,circle
41.194565458,29.053460103,green,circle
41.194526618,29.05347515,green,circle
41.194480397,29.05348302,green,circle
41.194432275,29.053488097,green,circle
41.194295126,29.053490206,green,circle
41.194254404,29.053494545,green,circle
41.194213706,29.053501154,green,circle
41.194043689,29.053539355,green,circle
41.193995048,29.053548368,green,circle
41.193858844,29.053570073,green,circle
41.19381067,29.053574682,green,circle
41.19376245,29.053576574,green,circle
41.193713699,29.053575052,green,circle
41.193664827,29.053570507,green,circle
41.193615994,29.053563934,green,circle
41.193487144,29.053539122,green,circle
41.193390913,29.053529083,green,circle
41.193302208,29.053525309,green,circle
41.193261403,29.053526953,green,circle
41.193156577,29.053539643,green,circle
41.192946134,29.05357561,green,circle
41.192898187,29.053581895,green,circle
41.192842095,29.053582896,green,circle
41.19266413,29.053575598,green,circle
41.192615881,29.053571639,green,circle
41.19252666,29.053557491,green,circle
41.192437872,29.053546489,green,circle
41.192389732,29.053541548,green,circle
41.192349353,29.053541792,green,circle
41.192307683,29.053548137,green,circle
41.192267049,29.053556771,green,circle
41.192225111,29.053568247,green,circle
41.192183356,29.053582776,green,circle
41.192021707,29.053646341,green,circle
41.191859818,29.053719605,green,circle
41.191740746,29.053761623,green,circle
41.19169749,29.053780435,green,circle
41.191654206,29.053802235,green,circle
41.191574225,29.053847638,green,circle
41.191535515,29.053872324,green,circle
41.191495196,29.053904629,green,circle
41.191452472,29.05391635,green,circle
41.191412794,29.053900991,green,circle
41.191373857,29.053864132,green,circle
41.191344496,29.053813836,green,circle
41.19132202,29.053765602,green,circle
41.191301117,29.053710123,green,circle
41.191283191,29.053657515,green,circle
41.191268449,29.053607363,green,circle
41.191255536,29.053555884,green,circle
41.191245805,29.053497004,green,circle
41.19123918,29.053443052,green,circle
41.191233857,29.053380627,green,circle
41.191236335,29.053325925,green,circle
41.19124327,29.053270241,green,circle
41.191287938,29.053051574,green,circle
41.191301719,29.052996904,green,circle
41.191325726,29.05288952,green,circle
41.191342175,29.05283197,green,circle
41.19139141,29.052671474,green,circle
41.191478664,29.05240239,green,circle
41.191495272,29.052349005,green,circle
41.191512038,29.052288982,green,circle
41.191526376,29.052234515,green,circle
41.191550609,29.052119853,green,circle
41.19156511,29.052062074,green,circle
41.191605941,29.051901366,green,circle
41.191623897,29.051844438,green,circle
41.191646334,29.051784488,green,circle
41.191668946,29.051733851,green,circle
41.191698138,29.051677371,green,circle
41.1917558,29.051573751,green,circle
41.191785229,29.05152759,green,circle
41.191850273,29.051431561,green,circle
41.19187969,29.0513836,green,circle
41.191903267,29.05133705,green,circle
