41.194771621,29.052350889,red,circle
41.194789257,29.052240741,red,circle
41.194813975,29.052006463,red,circle
41.194824479,29.051887384,red,circle
41.194832365,29.051831525,red,circle
41.194843181,29.051776022,red,circle
41.194857447,29.051717955,red,circle
41.194873284,29.051664152,red,circle
41.19488677,29.051605526,red,circle
41.194896699,29.051552495,red,circle
41.194905649,29.051490512,red,circle
41.194906797,29.051428011,red,circle
41.194900131,29.05137149,red,circle
41.194883369,29.051313934,red,circle
41.194856528,29.051273823,red,circle
41.194822896,29.051240578,red,circle
41.194786407,29.05121115,red,circle
41.194744939,29.051182727,red,circle
41.194705096,29.051159693,red,circle
41.194586759,29.051096824,red,circle
41.19446609,29.051041579,red,circle
41.194427176,29.05102499,red,circle
41.194267162,29.050964567,red,circle
41.194146128,29.050921322,red,circle
41.194063575,29.050886814,red,circle
41.193822347,29.050796714,red,circle
41.193700754,29.050745294,red,circle
41.193661314,29.050730286,red,circle
41.19350037,29.050674007,red,circle
41.193338455,29.050611903,red,circle
41.192958508,29.050485532,red,circle
41.192918301,29.05046974,red,circle
41.19288954,29.050431416,red,circle
41.19287358,29.05038198,red,circle
41.192865208,29.050321895,red,circle
41.192861995,29.050194291,red,circle
41.192865672,29.050139193,red,circle
41.192874309,29.05008383,red,circle
41.192888107,29.050023073,red,circle
41.192905486,29.049971092,red,circle
41.193023961,29.049700923,red,circle
41.193044699,29.049650611,red,circle
41.193081747,29.049546427,red,circle
41.193104821,29.049500812,red,circle
41.193144001,29.049480031,red,circle
41.193189408,29.049472832,red,circle
41.193229956,29.049474398,red,circle
41.193271457,29.049482789,red,circle
41.193313203,29.049494528,red,circle
41.193524959,29.04955994,red,circle
41.193647102,29.049609006,red,circle
41.193771046,29.049673552,red,circle
41.193817019,29.049693295,red,circle
41.19385625,29.049708844,red,circle
41.193945219,29.049740301,red,circle
41.194075062,29.049791086,red,circle
41.194157287,29.049828211,red,circle
41.194317597,29.049896998,red,circle
41.19439649,29.049926535,red,circle
41.194440077,29.049945407,red,circle
41.194481717,29.049978533,red,circle
41.194513058,29.050022952,red,circle
41.194533703,29.050070659,red,circle
41.19454231,29.050130147,red,circle
41.194539111,29.05018418,red,circle
41.194533859,29.05023965,red,circle
41.194521603,29.050300275,red,circle
41.194488677,29.050407266,red,circle
41.194475281,29.050458618,red,circle
41.194464108,29.050511091,red,circle
41.194444681,29.050636532,red,circle
41.194440985,29.05069904,red,circle
41.194434362,29.050756056,red,circle
41.194422525,29.05081425,red,circle
41.194413696,29.05087035,red,circle
41.19443537,29.050931952,red,circle
41.194466598,29.050974558,red,circle
41.194503994,29.051007462,red,circle
41.194542298,29.051034137,red,circle
41.194581783,29.051057976,red,circle
41.194536702,29.051071127,red,circle
41.194495989,29.05106403,red,circle
41.194452887,29.051050192,red,circle
41.194370216,29.05101615,red,circle
41.194291301,29.050986435,red,circle
41.194170193,29.050943563,red,circle
41.194105395,29.050923162,red,circle
